Category,Cell Name,Area,Urbanity,cell_acv_30,cell_acv_31,cell_acv_32,num_universe_30,num_universe_31,num_universe_32,store_30,store_31,store_32,panel_acv_30,panel_acv_31,panel_acv_32,optimal_panel,sales_30,sales_31,sales_32,diff,lost_outlets,new_outlets,common_outlets,acv_pf_30,acv_pf_31,acv_pf_32,sales_vol_30,sales_vol_31,sales_vol_32,weighted_change,sales_val_30,sales_val_31,sales_val_32,val_change,Local (Other than PTC-PMI)_30,Local (Other than PTC-PMI)_31,Local (Other than PTC-PMI)_32,Philip Morris Pak Ltd_30,Philip Morris Pak Ltd_31,Philip Morris Pak Ltd_32,Pakistan Tobacco Company_30,Pakistan Tobacco Company_31,Pakistan Tobacco Company_32,ITB_30,ITB_31,ITB_32
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Corner/Snack Shop-Non Handler-Ttl,RAHIM YAR KHAN,Urban,0.000000,0.000000,0.000000,288.000000,288.000000,288.000000,567,567,565,2746477.501100,2746477.501100,2738084.586386,195,309930.000000,243778.000000,323655.000000,79877.000000,2,0,565,0,0,0,6198600.000000,4875560.000000,6473100.000000,1597540.000000,18610009.000000,15975318.000000,21110982.000000,5135664.000000,173838.000000,138572.000000,183506.000000,43557.000000,42113.000000,51348.000000,84935.000000,56207.000000,77660.000000,5911.000000,6886.000000,9243.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Eating Place/Highway Hotel-Total-Ttl,RAHIM YAR KHAN,Urban,10241.316000,10241.316000,10241.316000,234.000000,234.000000,234.000000,567,567,565,2746477.501100,2746477.501100,2738084.586386,131,309930.000000,243778.000000,323655.000000,79877.000000,2,0,565,0.003728891278336785789735956559,0.003728891278336785789735956559,0.003740321263601838191075405462,6198600.000000,4875560.000000,6473100.000000,1597540.000000,18610009.000000,15975318.000000,21110982.000000,5135664.000000,173838.000000,138572.000000,183506.000000,43557.000000,42113.000000,51348.000000,84935.000000,56207.000000,77660.000000,5911.000000,6886.000000,9243.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-General Store-Handler-Lrg,RAHIM YAR KHAN,Urban,287429.212200,287429.212200,287429.212200,127.895614,127.895614,127.895614,268,268,268,1190159.112900,1190159.112900,1190159.111941,23,309930.000000,243778.000000,323655.000000,79877.000000,0,0,268,0.2415048619000495660532785893,0.2415048619000495660532785893,0.2415048620946480531281973961,6198600.000000,4875560.000000,6473100.000000,1597540.000000,18610009.000000,15975318.000000,21110982.000000,5135664.000000,173838.000000,138572.000000,183506.000000,43557.000000,42113.000000,51348.000000,84935.000000,56207.000000,77660.000000,5911.000000,6886.000000,9243.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-General Store-Handler-Med,RAHIM YAR KHAN,Urban,441677.587300,441677.587300,441677.587300,603.593842,603.593842,603.593842,567,567,565,2746477.501100,2746477.501100,2738084.586386,78,309930.000000,243778.000000,323655.000000,79877.000000,2,0,565,0.1608160223861664169377746373,0.1608160223861664169377746373,0.1613089637537350863970198241,6198600.000000,4875560.000000,6473100.000000,1597540.000000,18610009.000000,15975318.000000,21110982.000000,5135664.000000,173838.000000,138572.000000,183506.000000,43557.000000,42113.000000,51348.000000,84935.000000,56207.000000,77660.000000,5911.000000,6886.000000,9243.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-General Store-Handler-Sml,RAHIM YAR KHAN,Urban,102533.252800,102533.252800,102533.252800,811.726219,811.726219,811.726219,567,567,565,2746477.501100,2746477.501100,2738084.586386,67,309930.000000,243778.000000,323655.000000,79877.000000,2,0,565,0.03733263890162366056456460079,0.03733263890162366056456460079,0.03744707278577310902136300179,6198600.000000,4875560.000000,6473100.000000,1597540.000000,18610009.000000,15975318.000000,21110982.000000,5135664.000000,173838.000000,138572.000000,183506.000000,43557.000000,42113.000000,51348.000000,84935.000000,56207.000000,77660.000000,5911.000000,6886.000000,9243.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-General Store-Non Handler-Ttl,RAHIM YAR KHAN,Urban,0.000000,0.000000,0.000000,549.000000,549.000000,549.000000,567,567,565,2746477.501100,2746477.501100,2738084.586386,141,309930.000000,243778.000000,323655.000000,79877.000000,2,0,565,0,0,0,6198600.000000,4875560.000000,6473100.000000,1597540.000000,18610009.000000,15975318.000000,21110982.000000,5135664.000000,173838.000000,138572.000000,183506.000000,43557.000000,42113.000000,51348.000000,84935.000000,56207.000000,77660.000000,5911.000000,6886.000000,9243.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-General-Medical Store-Non Handler-Ttl@National-Total Urban-Sp-Punjab-Multan-Roa-Kiosk/Hawker-Non Handler-Ttl,RAHIM YAR KHAN,Urban,0.000000,0.000000,0.000000,144.000000,144.000000,144.000000,567,567,565,2746477.501100,2746477.501100,2738084.586386,149,309930.000000,243778.000000,323655.000000,79877.000000,2,0,565,0,0,0,6198600.000000,4875560.000000,6473100.000000,1597540.000000,18610009.000000,15975318.000000,21110982.000000,5135664.000000,173838.000000,138572.000000,183506.000000,43557.000000,42113.000000,51348.000000,84935.000000,56207.000000,77660.000000,5911.000000,6886.000000,9243.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Kiosk/Hawker-Handler-Med,RAHIM YAR KHAN,Urban,5135.928597,5135.928597,5135.928597,2.606335,2.606335,2.606335,567,567,565,2746477.501100,2746477.501100,2738084.586386,127,309930.000000,243778.000000,323655.000000,79877.000000,2,0,565,0.001870005705469276090550094184,0.001870005705469276090550094184,0.001875737741096930901000508635,6198600.000000,4875560.000000,6473100.000000,1597540.000000,18610009.000000,15975318.000000,21110982.000000,5135664.000000,173838.000000,138572.000000,183506.000000,43557.000000,42113.000000,51348.000000,84935.000000,56207.000000,77660.000000,5911.000000,6886.000000,9243.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Kiosk/Hawker-Handler-Sml,RAHIM YAR KHAN,Urban,9672.671403,9672.671403,9672.671403,26.633151,26.633151,26.633151,567,567,565,2746477.501100,2746477.501100,2738084.586386,879,309930.000000,243778.000000,323655.000000,79877.000000,2,0,565,0.003521846219066411124441014996,0.003521846219066411124441014996,0.003532641559392789466612330312,6198600.000000,4875560.000000,6473100.000000,1597540.000000,18610009.000000,15975318.000000,21110982.000000,5135664.000000,173838.000000,138572.000000,183506.000000,43557.000000,42113.000000,51348.000000,84935.000000,56207.000000,77660.000000,5911.000000,6886.000000,9243.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Kiryana Store-Handler-Lrg,RAHIM YAR KHAN,Urban,713706.804100,713706.804100,713706.804100,318.701727,318.701727,318.701727,567,567,565,2746477.501100,2746477.501100,2738084.586386,201,309930.000000,243778.000000,323655.000000,79877.000000,2,0,565,0.2598626072174817132347780440,0.2598626072174817132347780440,0.2606591511630479510873165884,6198600.000000,4875560.000000,6473100.000000,1597540.000000,18610009.000000,15975318.000000,21110982.000000,5135664.000000,173838.000000,138572.000000,183506.000000,43557.000000,42113.000000,51348.000000,84935.000000,56207.000000,77660.000000,5911.000000,6886.000000,9243.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Kiryana Store-Handler-Med,RAHIM YAR KHAN,Urban,721475.614300,721475.614300,721475.614300,1134.063663,1134.063663,1134.063663,567,567,565,2746477.501100,2746477.501100,2738084.586386,789,309930.000000,243778.000000,323655.000000,79877.000000,2,0,565,0.2626912523445175219607772960,0.2626912523445175219607772960,0.2634964667955259304092685875,6198600.000000,4875560.000000,6473100.000000,1597540.000000,18610009.000000,15975318.000000,21110982.000000,5135664.000000,173838.000000,138572.000000,183506.000000,43557.000000,42113.000000,51348.000000,84935.000000,56207.000000,77660.000000,5911.000000,6886.000000,9243.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Kiryana Store-Handler-Sml,RAHIM YAR KHAN,Urban,278704.253200,278704.253200,278704.253200,1259.319477,1259.319477,1259.319477,567,567,565,2746477.501100,2746477.501100,2738084.586386,890,309930.000000,243778.000000,323655.000000,79877.000000,2,0,565,0.1014769839142593804953125163,0.1014769839142593804953125163,0.1017880362738763900255504062,6198600.000000,4875560.000000,6473100.000000,1597540.000000,18610009.000000,15975318.000000,21110982.000000,5135664.000000,173838.000000,138572.000000,183506.000000,43557.000000,42113.000000,51348.000000,84935.000000,56207.000000,77660.000000,5911.000000,6886.000000,9243.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Kiryana Store-Non Handler-Ttl,RAHIM YAR KHAN,Urban,0.000000,0.000000,0.000000,1611.000000,1611.000000,1611.000000,567,567,565,2746477.501100,2746477.501100,2738084.586386,265,309930.000000,243778.000000,323655.000000,79877.000000,2,0,565,0,0,0,6198600.000000,4875560.000000,6473100.000000,1597540.000000,18610009.000000,15975318.000000,21110982.000000,5135664.000000,173838.000000,138572.000000,183506.000000,43557.000000,42113.000000,51348.000000,84935.000000,56207.000000,77660.000000,5911.000000,6886.000000,9243.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Pan/Cigarette Shop-Handler-Lrg,RAHIM YAR KHAN,Urban,315592.458900,315592.458900,315592.458900,66.996352,66.996352,66.996352,567,567,565,2746477.501100,2746477.501100,2738084.586386,56,309930.000000,243778.000000,323655.000000,79877.000000,2,0,565,0.1149080809049413698108083875,0.1149080809049413698108083875,0.1152603029391983593984811371,6198600.000000,4875560.000000,6473100.000000,1597540.000000,18610009.000000,15975318.000000,21110982.000000,5135664.000000,173838.000000,138572.000000,183506.000000,43557.000000,42113.000000,51348.000000,84935.000000,56207.000000,77660.000000,5911.000000,6886.000000,9243.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Pan/Cigarette Shop-Handler-Med,RAHIM YAR KHAN,Urban,348823.206400,348823.206400,348823.206400,188.494695,188.494695,188.494695,567,567,565,2746477.501100,2746477.501100,2738084.586386,187,309930.000000,243778.000000,323655.000000,79877.000000,2,0,565,0.1270074873215934825412722912,0.1270074873215934825412722912,0.1273967970655033797165226419,6198600.000000,4875560.000000,6473100.000000,1597540.000000,18610009.000000,15975318.000000,21110982.000000,5135664.000000,173838.000000,138572.000000,183506.000000,43557.000000,42113.000000,51348.000000,84935.000000,56207.000000,77660.000000,5911.000000,6886.000000,9243.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Pan/Cigarette Shop-Handler-Sml,RAHIM YAR KHAN,Urban,284865.227200,284865.227200,284865.227200,455.950683,455.950683,455.950683,567,567,565,2746477.501100,2746477.501100,2738084.586386,45,309930.000000,243778.000000,323655.000000,79877.000000,2,0,565,0.1037202114657439456131286930,0.1037202114657439456131286930,0.1040381398793796350623623360,6198600.000000,4875560.000000,6473100.000000,1597540.000000,18610009.000000,15975318.000000,21110982.000000,5135664.000000,173838.000000,138572.000000,183506.000000,43557.000000,42113.000000,51348.000000,84935.000000,56207.000000,77660.000000,5911.000000,6886.000000,9243.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Petro Mart-Total-Ttl,RAHIM YAR KHAN,Urban,7412.960000,7412.960000,7412.960000,12.000000,12.000000,12.000000,567,567,565,2746477.501100,2746477.501100,2738084.586386,243,309930.000000,243778.000000,323655.000000,79877.000000,2,0,565,0.002699079092048273833937069859,0.002699079092048273833937069859,0.002707352445157427271740695988,6198600.000000,4875560.000000,6473100.000000,1597540.000000,18610009.000000,15975318.000000,21110982.000000,5135664.000000,173838.000000,138572.000000,183506.000000,43557.000000,42113.000000,51348.000000,84935.000000,56207.000000,77660.000000,5911.000000,6886.000000,9243.000000
