RBD Name,Cell Name,Category,Area,Urbanity,cell_acv_30,cell_acv_31,cell_acv_32,num_universe_30,num_universe_31,num_universe_32,store_30,store_31,store_32,panel_acv_30,panel_acv_31,panel_acv_32,optimal_panel,acv_pf_30,acv_pf_31,acv_pf_32,sales_vol_30,sales_vol_31,sales_vol_32,weighted_change,sales_val_30,sales_val_31,sales_val_32,val_change
National-Total Urban/Rural,National-Total Urban,CIGARETTES,MULTAN,Urban,76947.496520,76947.496520,76947.496520,431.527259,431.527259,431.527259,567,567,567,2746477.501100,2746477.501100,2746477.500330,125,0.02801679478138143339622495479,0.02801679478138143339622495479,0.02801679478923619717239702671,6198600.000000,4875560.000000,6481540.000000,1605980.000000,18610009.000000,15975318.000000,21133727.000000,5158409.000000
