RBD Name,Cell Name,Category,Area,Urbanity,cell_acv_30,cell_acv_31,cell_acv_32,num_universe_30,num_universe_31,num_universe_32,store_30,store_31,store_32,panel_acv_30,panel_acv_31,panel_acv_32,optimal_panel,acv_pf_30,acv_pf_31,acv_pf_32
Total Multan,National-Total Rural-Sp-Punjab-Multan-Med-Rural-Ks-Handler-Ttl,CIGARETTES,SHEIKHUPURA,Urban,2459254.113000,2459254.113000,2459254.113000,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,158,0.07316762897752737038976327069,0.07316741129014101109388989059,0.07320552740386373902501157347
Total Multan,National-Total Rural-Sp-Punjab-Multan-Med-Rural-Ks-Non Handler-Ttl,CIGARETTES,SHEIKHUPURA,Urban,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,252,0,0,0
Total Multan,National-Total Urban-SP-Punjab-Multan-City-ROA-Departmental Store/Super Markets-Total-TTL,CIGARETTES,SHEIKHUPURA,Urban,2902.013889,2902.013889,2902.013889,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,130,0.00008634059993863810110002258029,0.00008634034305919838181560522027,0.00008638532153085502755202870106
Total Multan,National-Total Urban-SP-Punjab-Multan-ROA-Kiosk/Hawker-Handler-LRG,CIGARETTES,SHEIKHUPURA,Urban,10398.818280,10398.818280,10398.818280,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,139,0.0003093852211911576981509763258,0.0003093843007122366170627707681,0.0003095454725643226735562807321
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-Canteen-Total-Ttl,CIGARETTES,SHEIKHUPURA,Urban,27016.966270,27016.966270,27016.966270,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,98,0.0008038076885557420042920269938,0.0008038052970774707738660266611,0.0008042240345122672993633904992
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-Corner/Snack Shop-Handler-Ttl,CIGARETTES,SHEIKHUPURA,Urban,104742.700000,104742.700000,104742.700000,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,260,0.003116300577151644718434128459,0.003116291305574347079562648125,0.003117914718398471763611148116
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-Corner/Snack Shop-Non Handler-Ttl,CIGARETTES,SHEIKHUPURA,Urban,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,157,0,0,0
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-Eating Place/Highway Hotel-Total-Ttl,CIGARETTES,SHEIKHUPURA,Urban,421.865714,421.865714,421.865714,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,160,0.00001255133167293463587836233517,0.00001255129433037447106866169536,0.00001255783285010105932981158800
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-General Store-Handler-Lrg,CIGARETTES,SHEIKHUPURA,Urban,226255.444500,226255.444500,226255.444500,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,104,0.006731542840494391682431244168,0.006731522812894924670489913065,0.006735029558378183462871772850
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-General Store-Handler-Med,CIGARETTES,SHEIKHUPURA,Urban,385007.641500,385007.641500,385007.641500,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,289,0.01145473178955901958695217300,0.01145469770958868896834651013,0.01146066496403789735143617320
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-General Store-Handler-Sml,CIGARETTES,SHEIKHUPURA,Urban,120569.364400,120569.364400,120569.364400,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,218,0.003587174856734903397718598352,0.003587164184218520281870380604,0.003589032895377995091495093950
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-General Store-Non Handler-Ttl,CIGARETTES,SHEIKHUPURA,Urban,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,253,0,0,0
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-General-Medical Store-Handler-Ttl,CIGARETTES,SHEIKHUPURA,Urban,13253.091120,13253.091120,13253.091120,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,264,0.0003943054313694351731554967381,0.0003943042582369996742488943416,0.0003945096686196182335559962291
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-General-Medical Store-Non Handler-Ttl,CIGARETTES,SHEIKHUPURA,Urban,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,264,0,0,0
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-Kiosk/Hawker-Handler-Lrg,CIGARETTES,SHEIKHUPURA,Urban,25935.110680,25935.110680,25935.110680,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,169,0.0007716203647660007324293393037,0.0007716180690510402393407086615,0.0007720200387470000060348828401
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-Kiosk/Hawker-Handler-Med,CIGARETTES,SHEIKHUPURA,Urban,35406.018470,35406.018470,35406.018470,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,103,0.001053398430560819922455280432,0.001053395296503391135202602941,0.001053944056316107376286746323
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-Kiosk/Hawker-Handler-Sml,CIGARETTES,SHEIKHUPURA,Urban,60837.313350,60837.313350,60837.313350,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,252,0.001810029288007283182534435282,0.001810023902831482814563785399,0.001810966823671576509331328536
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-Kiosk/Hawker-Non Handler-Ttl,CIGARETTES,SHEIKHUPURA,Urban,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,209,0,0,0
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-Kiryana Store-Handler-Lrg,CIGARETTES,SHEIKHUPURA,Urban,203154.221400,203154.221400,203154.221400,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,261,0.006044236184475032746939954711,0.006044218201741467049846086003,0.006047366900107041217061500685
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-Kiryana Store-Handler-Med,CIGARETTES,SHEIKHUPURA,Urban,301653.253800,301653.253800,301653.253800,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,43,0.008974775415533603442886613489,0.008974748713897501920044072646,0.008979424054142290894169495984
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-Kiryana Store-Handler-Sml,CIGARETTES,SHEIKHUPURA,Urban,189393.819700,189393.819700,189393.819700,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,79,0.005634837269232744041938680135,0.005634820504537552456943631717,0.005637755929686139787812523518
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-Kiryana Store-Non Handler-Ttl,CIGARETTES,SHEIKHUPURA,Urban,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,120,0,0,0
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-Pan/Cigarette Shop-Handler-Lrg,CIGARETTES,SHEIKHUPURA,Urban,198257.372700,198257.372700,198257.372700,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,77,0.005898545339862145346268346781,0.005898527790586102100786102348,0.005901600592426406456475550944
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-Pan/Cigarette Shop-Handler-Med,CIGARETTES,SHEIKHUPURA,Urban,181836.719700,181836.719700,181836.719700,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,158,0.005409998735458145007335996108,0.005409982639699660190323018652,0.005412800936942883303448593551
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-Pan/Cigarette Shop-Handler-Sml,CIGARETTES,SHEIKHUPURA,Urban,301050.245200,301050.245200,301050.245200,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,179,0.008956834728037411295182187711,0.008956808079778211895742988551,0.008961474073959797444026290879
Total Multan,National-Total Urban-Sp-Punjab-Multan-City-Petro Mart-Total-Ttl,CIGARETTES,SHEIKHUPURA,Urban,3100.713000,3100.713000,3100.713000,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,163,0.00009225228785854868883301692392,0.00009225201339073129159465945938,0.00009230007151075426332872853103
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-Canteen-Total-Ttl,CIGARETTES,SHEIKHUPURA,Urban,6399.740000,6399.740000,6399.740000,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,69,0.0001904048058301004916844002424,0.0001904042393401771386355350942,0.0001905034292597329998601602693
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-Corner/Snack Shop-Handler-Ttl,CIGARETTES,SHEIKHUPURA,Urban,139593.109500,139593.109500,139593.109500,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,192,0.004153168552092343803295809279,0.004153156195638815805477555494,0.004155319756861905732145811730
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-Corner/Snack Shop-Non Handler-Ttl,CIGARETTES,SHEIKHUPURA,Urban,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,195,0,0,0
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-Eating Place/Highway Hotel-Total-Ttl,CIGARETTES,SHEIKHUPURA,Urban,10241.316000,10241.316000,10241.316000,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,131,0.0003046992197221608138917073432,0.0003046983131849708851831986501,0.0003048570439006227951754066773
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-General Store-Handler-Lrg,CIGARETTES,SHEIKHUPURA,Urban,287429.212200,287429.212200,287429.212200,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,23,0.008551582304724840598474283751,0.008551556862167425983940290552,0.008556011743215112697101534809
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-General Store-Handler-Med,CIGARETTES,SHEIKHUPURA,Urban,441677.587300,441677.587300,441677.587300,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,78,0.01314077372664573230845465786,0.01314073463038516917049141910,0.01314758021541736014594762055
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-General Store-Handler-Sml,CIGARETTES,SHEIKHUPURA,Urban,102533.252800,102533.252800,102533.252800,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,67,0.003050565193353574920743797071,0.003050556117351343609661949841,0.003052145285832724538053761175
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-General Store-Non Handler-Ttl,CIGARETTES,SHEIKHUPURA,Urban,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,141,0,0,0
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-General-Medical Store-Handler-Ttl,CIGARETTES,SHEIKHUPURA,Urban,20279.145410,20279.145410,20279.145410,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,147,0.0006033443146426923009029192348,0.0006033425195804664954432125631,0.0006036568271620056692833927265
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-General-Medical Store-Non Handler-Ttl@National-Total Urban-Sp-Punjab-Multan-Roa-Kiosk/Hawker-Non Handler-Ttl,CIGARETTES,SHEIKHUPURA,Urban,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,149,0,0,0
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-Kiosk/Hawker-Handler-Med,CIGARETTES,SHEIKHUPURA,Urban,5135.928597,5135.928597,5135.928597,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,127,0.0001528039400458527125517086481,0.0001528034854255404402934928998,0.0001528830874631827628257388782
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-Kiosk/Hawker-Handler-Sml,CIGARETTES,SHEIKHUPURA,Urban,9672.671403,9672.671403,9672.671403,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,879,0.0002877809286543798189507601130,0.0002877800724522713419348765333,0.0002879299897142778999088674284
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-Kiryana Store-Handler-Lrg,CIGARETTES,SHEIKHUPURA,Urban,713706.804100,713706.804100,713706.804100,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,201,0.02123417599063119275187928303,0.02123411281498456473910664914,0.02124517459569521076629687030
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-Kiryana Store-Handler-Med,CIGARETTES,SHEIKHUPURA,Urban,721475.614300,721475.614300,721475.614300,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,789,0.02146531331771977825173127449,0.02146524945439635481564703346,0.02147643164432030993885547607
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-Kiryana Store-Handler-Sml,CIGARETTES,SHEIKHUPURA,Urban,278704.253200,278704.253200,278704.253200,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,890,0.008291997677182067336462665614,0.008291973006937489676007099572,0.008296292659369429782682057754
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-Kiryana Store-Non Handler-Ttl,CIGARETTES,SHEIKHUPURA,Urban,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,265,0,0,0
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-Pan/Cigarette Shop-Handler-Lrg,CIGARETTES,SHEIKHUPURA,Urban,315592.458900,315592.458900,315592.458900,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,56,0.009389494082306229597574100707,0.009389466146804497798903504096,0.009394357531549929244522642411
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-Pan/Cigarette Shop-Handler-Med,CIGARETTES,SHEIKHUPURA,Urban,348823.206400,348823.206400,348823.206400,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,187,0.01037817393888268385021407579,0.01037814306187339014441597198,0.01038354949178804817369328391
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-Pan/Cigarette Shop-Handler-Sml,CIGARETTES,SHEIKHUPURA,Urban,284865.227200,284865.227200,284865.227200,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,45,0.008475298726630060152835644220,0.008475273511030563536277661687,0.008479688652734793728573680079
Total Multan,National-Total Urban-Sp-Punjab-Multan-Roa-Petro Mart-Total-Ttl,CIGARETTES,SHEIKHUPURA,Urban,7412.960000,7412.960000,7412.960000,0.000000,0.000000,0.000000,5105,5105,5104,33611231.460778,33611331.460778,33593830.960778,243,0.0002205500863201164017345691576,0.0002205494301423432079458972133,0.0002206643240139803083630543850
